,pid,model,price,country_code,country,region,income group,scraped_date,model_en,price2,price_local_currency,Currency CodeA,X,USD_Normalized
235,15,24-inch iMac²,From ₹119900.00‡,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,24-inch iMac,119900.00,119900.0,INR,74.50800323486328,1609.2231007996897
236,16,MacBook Air,From ₹92900.00‡,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,MacBook Air,92900.00,92900.0,INR,74.50800323486328,1246.845922137541
237,17,Magic Mouse,₹7500.00‡,IN,India,South Asia,Lower middle income,2022-01-02 21:52:21.513688,Magic Mouse,7500.00,7500.0,INR,74.50800323486328,100.6603274061524
238,1,iPhone SE,"Desde $10,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPhone SE,"10,999",10999.0,MXN,20.54700088500977,535.3092678369625
239,2,iPhone 12,"Desde $14,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPhone 12,"14,999",14999.0,MXN,20.54700088500977,729.9848811970725
240,4,AirPods Pro,"$5,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,AirPods Pro,"5,999",5999.0,MXN,20.54700088500977,291.964751136825
241,5,AirPods(segunda generación),"$3,299",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,AirPods(2nd generation),"3,299",3299.0,MXN,20.54700088500977,160.55871211875072
242,7,Apple TV 4K,"$4,499",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple TV 4K,"4,499",4499.0,MXN,20.54700088500977,218.96139612678374
243,9,Apple Watch SE,"Desde $7,499",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Watch SE,"7,499",7499.0,MXN,20.54700088500977,364.96810614686626
244,10,Apple Watch Series 3,"Desde $4,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Watch Series 3,"4,999",4999.0,MXN,20.54700088500977,243.2958477967975
245,11,Correa deportiva,"$1,199",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Sport Band,"1,199",1199.0,MXN,20.54700088500977,58.35401510469298
246,12,iPad,"Desde $8,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPad,"8,999",8999.0,MXN,20.54700088500977,437.9714611569075
247,13,iPad Pro,"Desde $20,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,iPad Pro,"20,999",20999.0,MXN,20.54700088500977,1021.9983012372376
248,14,Apple Pencil (segunda generación),"$3,299",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Apple Pencil (2nd generation),"3,299",3299.0,MXN,20.54700088500977,160.55871211875072
249,15,iMac²,"Desde $33,499",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,24-inch iMac,"33,499",33499.0,MXN,20.54700088500977,1630.3595929875812
250,16,MacBook Air,"Desde $25,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,MacBook Air,"25,999",25999.0,MXN,20.54700088500977,1265.342817937375
251,17,Magic Mouse,"$1,999",MX,Mexico,Latin America & Caribbean,Upper middle income,2022-01-02 21:52:29.026754,Magic Mouse,"1,999",1999.0,MXN,20.54700088500977,97.28913777671498
252,1,iPhone SE,Fra kr 4 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPhone SE,4990,4990.0,NOK,8.86832046508789,562.6770051493111
253,2,iPhone 12,Fra kr 6 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPhone 12,6990,6990.0,NOK,8.86832046508789,788.198850900538
254,4,AirPods Pro,kr 2 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,AirPods Pro,2990,2990.0,NOK,8.86832046508789,337.1551593980842
255,5,AirPods(2. gen.),kr 1 450,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,AirPods(2nd generation),1450,1450.0,NOK,8.86832046508789,163.5033381696395
256,7,Apple TV 4K,kr 1 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple TV 4K,1990,1990.0,NOK,8.86832046508789,224.39423652247075
257,8,Apple Watch SE,Fra kr 3 290,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Watch SE,3290,3290.0,NOK,8.86832046508789,370.98343626076826
258,9,Apple Watch Series 3,Fra kr 2 290,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Watch Series 3,2290,2290.0,NOK,8.86832046508789,258.2225133851548
259,10,Sport Band,kr 499,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Sport Band,499,499.0,NOK,8.86832046508789,56.26770051493111
260,11,iPad,Fra kr 3 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPad,3990,3990.0,NOK,8.86832046508789,449.91608227369767
261,12,iPad Pro,Fra kr 8 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,iPad Pro,8990,8990.0,NOK,8.86832046508789,1013.7206966517649
262,13,Apple Pencil (2. gen.),kr 1 499,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Apple Pencil (2nd generation),1499,1499.0,NOK,8.86832046508789,169.02862339054457
263,14,24-tommers iMac²,Fra kr 15 290,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,24-inch iMac,15290,15290.0,NOK,8.86832046508789,1724.1145107681295
264,15,MacBook Air,Fra kr 11 990,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,MacBook Air,11990,11990.0,NOK,8.86832046508789,1352.0034652786053
265,16,Magic Mouse,kr 949,NO,Norway,Europe & Central Asia,High income,2022-01-02 21:52:33.104383,Magic Mouse,949,949.0,NOK,8.86832046508789,107.01011580895717
266,1,iPhone SE,"From ₱26,490",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPhone SE,"26,490",26490.0,PHP,51.290000915527344,516.4749371642245
267,2,iPhone 12,"From ₱38,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPhone 12,"38,990",38990.0,PHP,51.290000915527344,760.1871574191435
268,4,AirPods Pro,"₱14,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,AirPods Pro,"14,990",14990.0,PHP,51.290000915527344,292.25969452969895
269,5,AirPods(2nd generation),"₱7,690",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,AirPods(2nd generation),"7,690",7690.0,PHP,51.290000915527344,149.9317579008262
270,7,Apple TV 4K,"₱10,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple TV 4K,"10,990",10990.0,PHP,51.290000915527344,214.27178404812483
271,8,Apple Watch SE,"From ₱15,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Watch SE,"15,990",15990.0,PHP,51.290000915527344,311.75667215009247
272,9,Apple Watch Series 3,"From ₱11,490",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Watch Series 3,"11,490",11490.0,PHP,51.290000915527344,224.0202728583216
273,10,Sport Band,"₱2,790",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Sport Band,"2,790",2790.0,PHP,51.290000915527344,54.396567560897935
274,11,iPad,"From ₱19,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPad,"19,990",19990.0,PHP,51.290000915527344,389.74458263166656
275,12,iPad Pro,"From ₱45,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,iPad Pro,"45,990",45990.0,PHP,51.290000915527344,896.6660007618982
276,13,Apple Pencil (2nd generation),"₱7,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Apple Pencil (2nd generation),"7,990",7990.0,PHP,51.290000915527344,155.78085118694426
277,14,24-inch iMac²,"From ₱73,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,24-inch iMac,"73,990",73990.0,PHP,51.290000915527344,1442.5813741329168
278,15,MacBook Air,"From ₱54,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,MacBook Air,"54,990",54990.0,PHP,51.290000915527344,1072.13879934544
279,16,Magic Mouse,"₱3,990",PH,Philippines,East Asia & Pacific,Lower middle income,2022-01-02 21:52:35.094330,Magic Mouse,"3,990",3990.0,PHP,51.290000915527344,77.79294070537016
280,1,iPhone SE,Od 2199 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPhone SE,2199,2199.0,PLN,4.051000118255615,542.8289152820125
281,2,iPhone 12,Od 3149 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPhone 12,3149,3149.0,PLN,4.051000118255615,777.3389059677387
282,4,AirPods Pro,1249 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,AirPods Pro,1249,1249.0,PLN,4.051000118255615,308.3189245962863
283,5,AirPods(2. generacji),649 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,AirPods(2nd generation),649,649.0,PLN,4.051000118255615,160.20735153161715
284,7,Apple TV 4K,899 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple TV 4K,899,899.0,PLN,4.051000118255615,221.9205069752293
285,8,Apple Watch SE,Od 1349 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch SE,1349,1349.0,PLN,4.051000118255615,333.0041867737312
286,9,Apple Watch Series 3,Od 999 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Watch Series 3,999,999.0,PLN,4.051000118255615,246.60576915267416
287,10,Pasek sportowy,199 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Sport Band,199,199.0,PLN,4.051000118255615,49.12367173311527
288,11,iPad,Od 1699 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad,1699,1699.0,PLN,4.051000118255615,419.40260439478817
289,12,iPad Pro,Od 3899 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,iPad Pro,3899,3899.0,PLN,4.051000118255615,962.4783722985751
290,13,Apple Pencil (2. generacji),619 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Apple Pencil (2nd generation),619,619.0,PLN,4.051000118255615,152.8017728783837
291,14,iMac 24 cale²,Od 6799 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,24-inch iMac,6799,6799.0,PLN,4.051000118255615,1678.350975444476
292,15,MacBook Air,Od 5199 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,MacBook Air,5199,5199.0,PLN,4.051000118255615,1283.3867806053584
293,16,Magic Mouse,399 zł,PL,Poland,Europe & Central Asia,High income,2022-01-02 21:52:38.882845,Magic Mouse,399,399.0,PLN,4.051000118255615,98.494196088005
294,1,iPhone SE,От 39 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPhone SE,39990.,39990.0,RUB,74.90879821777344,533.8491732805782
295,2,iPhone 12,От 54 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPhone 12,54990.,54990.0,RUB,74.90879821777344,734.0926741360089
296,4,AirPods Pro,24 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,AirPods Pro,24990.,24990.0,RUB,74.90879821777344,333.60567242514753
297,5,AirPods(2‑го поколения),12 490 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,AirPods(2nd generation),12490.,12490.0,RUB,74.90879821777344,166.7360883789553
298,7,Apple TV 4K,16 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple TV 4K,16990.,16990.0,RUB,74.90879821777344,226.8091386355845
299,9,Apple Watch SE,От 24 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Watch SE,24990.,24990.0,RUB,74.90879821777344,333.60567242514753
300,10,Apple Watch Series 3,От 17 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Watch Series 3,17990.,17990.0,RUB,74.90879821777344,240.15870535927988
301,11,Спортивный ремешок,3900 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Sport Band,3900.,3900.0,RUB,74.90879821777344,52.06331022241198
302,12,iPad,От 30 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPad,30990.,30990.0,RUB,74.90879821777344,413.7030727673198
303,13,iPad Pro,От 77 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,iPad Pro,77990.,77990.0,RUB,74.90879821777344,1041.1327087810025
304,14,Apple Pencil (2‑го поколения),11 490 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Apple Pencil (2nd generation),11490.,11490.0,RUB,74.90879821777344,153.3865216552599
305,15,iMac 24 дюйма²,От 129 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,24-inch iMac,129990.,129990.0,RUB,74.90879821777344,1735.3101784131622
306,16,MacBook Air,От 99 990 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,MacBook Air,99990.,99990.0,RUB,74.90879821777344,1334.823176702301
307,17,Мышь Magic Mouse,7900 pyб.,RU,Russia,Europe & Central Asia,Upper middle income,2022-01-02 21:52:41.098636,Magic Mouse,7900.,7900.0,RUB,74.90879821777344,105.4615771171935
308,1,iPhone SE,Från 5 075 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone SE,5075,5075.0,SEK,9.08942985534668,558.3408509406925
309,2,iPhone 12,Från 7 395 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPhone 12,7395,7395.0,SEK,9.08942985534668,813.5823827992947
310,4,AirPods Pro,3 195 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods Pro,3195,3195.0,SEK,9.08942985534668,351.50719581389404
311,5,AirPods(andra generationen),1 595 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods(2nd generation),1595,1595.0,SEK,9.08942985534668,175.47855315278906
312,7,Apple TV 4K,1 995 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple TV 4K,1995,1995.0,SEK,9.08942985534668,219.4857138180653
313,8,Apple Watch SE,Från 3 195 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch SE,3195,3195.0,SEK,9.08942985534668,351.50719581389404
314,9,Apple Watch Series 3,Från 2 295 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch Series 3,2295,2295.0,SEK,9.08942985534668,252.49108431702248
315,10,Sportband,495 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Sport Band,495,495.0,SEK,9.08942985534668,54.45886132327936
316,11,iPad,Från 3 995 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad,3995,3995.0,SEK,9.08942985534668,439.52151714444653
317,12,iPad Pro,Från 9 495 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad Pro,9495,9495.0,SEK,9.08942985534668,1044.619976291995
318,13,Apple Pencil (andra generationen),1 495 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Pencil (2nd generation),1495,1495.0,SEK,9.08942985534668,164.47676298647
319,14,iMac 24 tum²,Från 15 995 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,24-inch iMac,15995,15995.0,SEK,9.08942985534668,1759.736337102734
320,15,MacBook Air,Från 12 495 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,MacBook Air,12495,12495.0,SEK,9.08942985534668,1374.6736812815668
321,16,Magic Mouse,895 kr,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Magic Mouse,895,895.0,SEK,9.08942985534668,98.46602198855561
322,1,iPhone SE,"เริ่มต้นที่ ฿14,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone SE,"14,900",14900.0,THB,33.29800033569336,447.4743182709425
323,2,iPhone 12,"เริ่มต้นที่ ฿21,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone 12,"21,900",21900.0,THB,33.29800033569336,657.6971523579624
324,4,AirPods Pro,"฿8,992",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods Pro,"8,992",8992.0,THB,33.29800033569336,270.04624630149766
325,5,AirPods(รุ่นที่ 2),"฿4,990",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods(2nd generation),"4,990",4990.0,THB,33.29800033569336,149.85884887060422
326,7,Apple TV 4K,"฿6,700",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple TV 4K,"6,700",6700.0,THB,33.29800033569336,201.2132840547191
327,8,Apple Watch SE,"เริ่มต้นที่ ฿9,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch SE,"9,900",9900.0,THB,33.29800033569336,297.3151510659282
328,9,Apple Watch Series 3,"เริ่มต้นที่ ฿6,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch Series 3,"6,900",6900.0,THB,33.29800033569336,207.21965074291967
329,10,สายแบบ Sport Band,"฿1,600",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Sport Band,"1,600",1600.0,THB,33.29800033569336,48.05093350560456
330,11,iPad,"เริ่มต้นที่ ฿11,400",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad,"11,400",11400.0,THB,33.29800033569336,342.36290122743253
331,12,iPad Pro,"เริ่มต้นที่ ฿27,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad Pro,"27,900",27900.0,THB,33.29800033569336,837.8881530039796
332,13,Apple Pencil (รุ่นที่ 2),"฿4,490",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Pencil (2nd generation),"4,490",4490.0,THB,33.29800033569336,134.8429321501028
333,14,iMac รุ่น 24 นิ้ว²,"เริ่มต้นที่ ฿42,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,24-inch iMac,"42,900",42900.0,THB,33.29800033569336,1288.3656546190223
334,15,MacBook Air,"เริ่มต้นที่ ฿32,900",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,MacBook Air,"32,900",32900.0,THB,33.29800033569336,988.0473202089938
335,16,Magic Mouse,"฿2,490",TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Magic Mouse,"2,490",2490.0,THB,33.29800033569336,74.7792652680971
336,1,iPhone SE,From $399 or $16.62/mo. per month for 24 mo.**,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone SE,399,399.0,USD,1.0,399.0
337,2,iPhone 12,From $599 or $24.95/mo. per month for 24 mo.**,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone 12,599,599.0,USD,1.0,599.0
338,4,AirPods Pro,$249 or $41.50/mo. per month for 6 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods Pro,249,249.0,USD,1.0,249.0
339,5,AirPods(2nd generation),$129 or $21.50/mo. per month for 6 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods(2nd generation),129,129.0,USD,1.0,129.0
340,7,Apple TV 4K,From $179.00 or $29.83/mo. per month for 6 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple TV 4K,179.00,179.0,USD,1.0,179.0
341,8,Apple Watch SE,From $279 or $11.62/mo. per month for 24 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch SE,279,279.0,USD,1.0,279.0
342,9,Apple Watch Series 3,From $199 or $8.29/mo. per month for 24 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch Series 3,199,199.0,USD,1.0,199.0
343,10,Sport Band,$49 or $4.08/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,Sport Band,49,49.0,USD,1.0,49.0
344,11,iPad,From $329 or $27.41/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad,329,329.0,USD,1.0,329.0
345,12,iPad Pro,From $799 or $66.58/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad Pro,799,799.0,USD,1.0,799.0
346,13,Apple Pencil (2nd generation),$129 or $10.75/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Pencil (2nd generation),129,129.0,USD,1.0,129.0
347,14,24-inch iMac²,From $1299 or $108.25/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,24-inch iMac,1299,1299.0,USD,1.0,1299.0
348,15,MacBook Air,From $999 or $83.25/mo. per month for 12 mo.*,US,United States,North America,High income,2022-01-02 21:52:47.021744,MacBook Air,999,999.0,USD,1.0,999.0
349,16,Magic Mouse,$79,US,United States,North America,High income,2022-01-02 21:52:47.021744,Magic Mouse,79,79.0,USD,1.0,79.0
